,CHIR99021_uM,BMP4_uM,BMP7_uM,SHH_uM,SAG_uM,RA_uM,FGF8_uM,FGF2_uM,FGF4_uM,IWP2_uM,XAV939_uM,SB431542_uM,LDN193189_uM,DAPT_uM,EGF_uM,ActivinA_uM,Dorsomorphin_uM,purmorphamine_uM,cyclopamine_uM,log_harvest_day
virtual_00548,9.0,0.0019230769230769232,0.0,0.00510204081632653,0.05,0.1,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00549,3.0,0.0019230769230769232,0.0,0.002551020408163265,0.5,0.0,0.0022222222222222222,0.0,0.0,2.5,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00550,1.0,0.0,0.0,0.002551020408163265,0.25,0.01,0.0044444444444444444,0.0,0.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00551,9.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0022222222222222222,0.0,0.0,2.5,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00552,9.0,0.0019230769230769232,0.0,0.0,0.5,0.01,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00553,0.5,0.0019230769230769232,0.0,0.002551020408163265,0.0,0.05,0.0044444444444444444,0.0,0.0,5.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00554,6.0,0.0007692307692307692,0.0,0.01020408163265306,0.05,0.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00555,0.5,0.0019230769230769232,0.0,0.002551020408163265,0.05,0.05,0.0044444444444444444,0.0,0.0,2.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00556,6.0,0.0,0.0,0.01020408163265306,0.5,0.1,0.0044444444444444444,0.0,0.0,2.5,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00557,3.0,0.0007692307692307692,0.0,0.00510204081632653,0.25,0.5,0.0044444444444444444,0.0,0.0,5.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00558,1.5,0.0,0.0,0.002551020408163265,0.0,0.0,0.0044444444444444444,0.0,0.0,5.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00559,1.5,0.0019230769230769232,0.0,0.00510204081632653,1.0,0.1,0.0,0.0,0.0,0.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00560,1.0,0.0003846153846153846,0.0,0.00510204081632653,0.05,0.01,0.0044444444444444444,0.0,0.0,2.5,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00561,6.0,0.0019230769230769232,0.0,0.002551020408163265,0.5,0.5,0.0044444444444444444,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00562,1.0,0.0003846153846153846,0.0,0.01020408163265306,1.0,0.1,0.0022222222222222222,0.0,0.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00563,3.0,0.0019230769230769232,0.0,0.01020408163265306,1.0,0.01,0.0022222222222222222,0.0,0.0,5.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00564,9.0,0.0019230769230769232,0.0,0.00510204081632653,0.05,0.05,0.0022222222222222222,0.0,0.0,2.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00565,0.5,0.0019230769230769232,0.0,0.01020408163265306,0.25,0.1,0.0022222222222222222,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00566,9.0,0.0007692307692307692,0.0,0.002551020408163265,0.0,0.01,0.0,0.0,0.0,2.5,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00567,0.0,0.0019230769230769232,0.0,0.002551020408163265,0.25,0.1,0.0,0.0,0.0,5.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00568,9.0,0.0007692307692307692,0.0,0.00510204081632653,1.0,0.0,0.0,0.0,0.0,2.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00569,3.0,0.0019230769230769232,0.0,0.0,0.5,0.1,0.0022222222222222222,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00570,0.5,0.0019230769230769232,0.0,0.00510204081632653,0.5,0.05,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00571,0.0,0.0,0.0,0.002551020408163265,0.25,0.5,0.0,0.0,0.0,2.5,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00572,1.5,0.0019230769230769232,0.0,0.00510204081632653,0.0,0.5,0.0044444444444444444,0.0,0.0,2.5,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00573,6.0,0.0007692307692307692,0.0,0.01020408163265306,0.25,0.5,0.0022222222222222222,0.0,0.0,2.5,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00574,6.0,0.0019230769230769232,0.0,0.00510204081632653,0.0,0.05,0.0022222222222222222,0.0,0.0,5.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00575,1.0,0.0007692307692307692,0.0,0.0,1.0,0.1,0.0,0.0,0.0,5.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00576,3.0,0.0003846153846153846,0.0,0.01020408163265306,0.5,0.5,0.0,0.0,0.0,5.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00577,1.5,0.0019230769230769232,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00578,0.5,0.0019230769230769232,0.0,0.002551020408163265,0.25,0.5,0.0044444444444444444,0.0,0.0,2.5,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00579,1.0,0.0,0.0,0.00510204081632653,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00580,0.5,0.0007692307692307692,0.0,0.0,1.0,0.01,0.0,0.0,0.0,2.5,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00581,1.0,0.0,0.0,0.002551020408163265,1.0,0.0,0.0044444444444444444,0.0,0.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00582,1.5,0.0007692307692307692,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00583,1.5,0.0007692307692307692,0.0,0.00510204081632653,0.05,0.0,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00584,0.0,0.0019230769230769232,0.0,0.01020408163265306,0.25,0.1,0.0,0.0,0.0,5.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00585,1.0,0.0007692307692307692,0.0,0.00510204081632653,0.0,0.0,0.0022222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00586,6.0,0.0003846153846153846,0.0,0.002551020408163265,1.0,0.5,0.0044444444444444444,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00587,1.0,0.0007692307692307692,0.0,0.01020408163265306,0.0,0.5,0.0044444444444444444,0.0,0.0,2.5,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00588,9.0,0.0019230769230769232,0.0,0.00510204081632653,0.0,0.05,0.0022222222222222222,0.0,0.0,2.5,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00589,1.0,0.0019230769230769232,0.0,0.01020408163265306,0.05,0.0,0.0044444444444444444,0.0,0.0,2.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00590,0.0,0.0,0.0,0.01020408163265306,0.5,0.05,0.0022222222222222222,0.0,0.0,5.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00591,1.5,0.0,0.0,0.002551020408163265,0.05,0.0,0.0044444444444444444,0.0,0.0,2.5,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00592,0.0,0.0007692307692307692,0.0,0.01020408163265306,0.5,0.5,0.0,0.0,0.0,5.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00593,6.0,0.0003846153846153846,0.0,0.002551020408163265,0.0,0.01,0.0022222222222222222,0.0,0.0,5.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00594,1.0,0.0003846153846153846,0.0,0.00510204081632653,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00595,9.0,0.0007692307692307692,0.0,0.002551020408163265,0.5,0.1,0.0044444444444444444,0.0,0.0,5.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00596,6.0,0.0,0.0,0.002551020408163265,0.25,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00597,3.0,0.0003846153846153846,0.0,0.0,0.0,0.1,0.0022222222222222222,0.0,0.0,0.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00598,6.0,0.0019230769230769232,0.0,0.00510204081632653,0.0,0.5,0.0,0.0,0.0,2.5,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00599,1.0,0.0019230769230769232,0.0,0.01020408163265306,0.5,0.05,0.0022222222222222222,0.0,0.0,0.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00600,1.0,0.0019230769230769232,0.0,0.002551020408163265,0.05,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00601,0.5,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00602,1.0,0.0019230769230769232,0.0,0.002551020408163265,0.0,0.1,0.0044444444444444444,0.0,0.0,2.5,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00603,0.5,0.0,0.0,0.00510204081632653,1.0,0.5,0.0022222222222222222,0.0,0.0,2.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00604,9.0,0.0003846153846153846,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00605,9.0,0.0,0.0,0.0,0.0,0.01,0.0022222222222222222,0.0,0.0,2.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00606,6.0,0.0003846153846153846,0.0,0.00510204081632653,1.0,0.0,0.0,0.0,0.0,2.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00607,6.0,0.0,0.0,0.01020408163265306,1.0,0.05,0.0022222222222222222,0.0,0.0,2.5,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00608,9.0,0.0003846153846153846,0.0,0.0,0.25,0.5,0.0,0.0,0.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00609,1.5,0.0003846153846153846,0.0,0.0,0.05,0.0,0.0044444444444444444,0.0,0.0,0.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00610,3.0,0.0003846153846153846,0.0,0.01020408163265306,0.25,0.01,0.0022222222222222222,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00611,3.0,0.0007692307692307692,0.0,0.01020408163265306,0.5,0.05,0.0044444444444444444,0.0,0.0,5.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00612,0.0,0.0007692307692307692,0.0,0.00510204081632653,0.5,0.1,0.0044444444444444444,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00613,9.0,0.0007692307692307692,0.0,0.002551020408163265,0.0,0.05,0.0,0.0,0.0,2.5,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00614,3.0,0.0019230769230769232,0.0,0.00510204081632653,0.5,0.05,0.0022222222222222222,0.0,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00615,0.5,0.0007692307692307692,0.0,0.00510204081632653,0.25,0.0,0.0044444444444444444,0.0,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00616,1.5,0.0007692307692307692,0.0,0.00510204081632653,0.05,0.5,0.0,0.0,0.0,5.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00617,0.5,0.0003846153846153846,0.0,0.0,1.0,0.5,0.0044444444444444444,0.0,0.0,2.5,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00618,9.0,0.0,0.0,0.002551020408163265,0.05,0.5,0.0022222222222222222,0.0,0.0,0.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00619,0.5,0.0007692307692307692,0.0,0.01020408163265306,0.05,0.0,0.0,0.0,0.0,2.5,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00620,9.0,0.0007692307692307692,0.0,0.002551020408163265,0.25,0.05,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00621,3.0,0.0019230769230769232,0.0,0.002551020408163265,0.25,0.0,0.0022222222222222222,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00622,0.5,0.0007692307692307692,0.0,0.0,0.5,0.1,0.0044444444444444444,0.0,0.0,2.5,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00623,1.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,5.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00624,6.0,0.0,0.0,0.01020408163265306,0.05,0.5,0.0044444444444444444,0.0,0.0,0.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00625,0.0,0.0003846153846153846,0.0,0.002551020408163265,0.0,0.0,0.0022222222222222222,0.0,0.0,5.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00626,1.0,0.0007692307692307692,0.0,0.0,1.0,0.5,0.0044444444444444444,0.0,0.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00627,0.5,0.0019230769230769232,0.0,0.0,0.05,0.01,0.0022222222222222222,0.0,0.0,5.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00628,1.0,0.0003846153846153846,0.0,0.00510204081632653,1.0,0.05,0.0022222222222222222,0.0,0.0,2.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00629,9.0,0.0007692307692307692,0.0,0.01020408163265306,0.05,0.1,0.0,0.0,0.0,5.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00630,1.0,0.0007692307692307692,0.0,0.00510204081632653,0.5,0.1,0.0,0.0,0.0,2.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00631,3.0,0.0,0.0,0.01020408163265306,0.5,0.5,0.0,0.0,0.0,2.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00632,1.5,0.0,0.0,0.002551020408163265,0.05,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00633,1.5,0.0007692307692307692,0.0,0.002551020408163265,0.5,0.05,0.0,0.0,0.0,2.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00634,1.0,0.0007692307692307692,0.0,0.01020408163265306,1.0,0.1,0.0,0.0,0.0,2.5,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00635,6.0,0.0019230769230769232,0.0,0.01020408163265306,0.05,0.5,0.0022222222222222222,0.0,0.0,2.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00636,0.5,0.0,0.0,0.00510204081632653,1.0,0.1,0.0022222222222222222,0.0,0.0,5.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00637,1.0,0.0003846153846153846,0.0,0.002551020408163265,0.5,0.0,0.0,0.0,0.0,2.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00638,6.0,0.0007692307692307692,0.0,0.0,0.05,0.1,0.0,0.0,0.0,2.5,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00639,0.5,0.0007692307692307692,0.0,0.00510204081632653,0.5,0.05,0.0022222222222222222,0.0,0.0,2.5,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00640,0.0,0.0,0.0,0.0,0.25,0.5,0.0022222222222222222,0.0,0.0,5.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00641,1.5,0.0019230769230769232,0.0,0.0,1.0,0.05,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00642,0.5,0.0007692307692307692,0.0,0.002551020408163265,0.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00643,0.5,0.0007692307692307692,0.0,0.002551020408163265,0.05,0.1,0.0044444444444444444,0.0,0.0,2.5,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00644,1.0,0.0007692307692307692,0.0,0.0,0.25,0.1,0.0044444444444444444,0.0,0.0,2.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00645,0.5,0.0,0.0,0.01020408163265306,0.05,0.1,0.0022222222222222222,0.0,0.0,2.5,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00646,3.0,0.0003846153846153846,0.0,0.01020408163265306,0.05,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00647,3.0,0.0003846153846153846,0.0,0.01020408163265306,1.0,0.0,0.0022222222222222222,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00648,0.5,0.0,0.0,0.002551020408163265,0.5,0.0,0.0022222222222222222,0.0,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00649,0.5,0.0019230769230769232,0.0,0.01020408163265306,0.5,0.01,0.0,0.0,0.0,5.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00650,9.0,0.0,0.0,0.002551020408163265,0.05,0.5,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00651,0.5,0.0003846153846153846,0.0,0.002551020408163265,1.0,0.01,0.0022222222222222222,0.0,0.0,2.5,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00652,6.0,0.0019230769230769232,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00653,6.0,0.0007692307692307692,0.0,0.00510204081632653,1.0,0.05,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00654,6.0,0.0007692307692307692,0.0,0.00510204081632653,0.5,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00655,6.0,0.0019230769230769232,0.0,0.00510204081632653,0.5,0.0,0.0,0.0,0.0,2.5,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00656,3.0,0.0,0.0,0.00510204081632653,0.5,0.05,0.0022222222222222222,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00657,9.0,0.0007692307692307692,0.0,0.0,0.5,0.05,0.0022222222222222222,0.0,0.0,2.5,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00658,1.0,0.0019230769230769232,0.0,0.00510204081632653,1.0,0.0,0.0,0.0,0.0,2.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00659,6.0,0.0003846153846153846,0.0,0.0,1.0,0.1,0.0044444444444444444,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00660,1.0,0.0007692307692307692,0.0,0.00510204081632653,0.25,0.5,0.0022222222222222222,0.0,0.0,2.5,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00661,1.0,0.0,0.0,0.00510204081632653,0.05,0.5,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00662,1.5,0.0003846153846153846,0.0,0.01020408163265306,1.0,0.05,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00663,1.5,0.0019230769230769232,0.0,0.01020408163265306,1.0,0.1,0.0,0.0,0.0,5.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00664,6.0,0.0007692307692307692,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00665,3.0,0.0,0.0,0.002551020408163265,0.25,0.05,0.0022222222222222222,0.0,0.0,2.5,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00666,1.0,0.0,0.0,0.01020408163265306,0.0,0.1,0.0044444444444444444,0.0,0.0,5.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00667,9.0,0.0007692307692307692,0.0,0.002551020408163265,0.25,0.01,0.0022222222222222222,0.0,0.0,5.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00668,1.0,0.0007692307692307692,0.0,0.01020408163265306,0.5,0.0,0.0022222222222222222,0.0,0.0,0.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00669,1.5,0.0003846153846153846,0.0,0.00510204081632653,0.25,0.5,0.0,0.0,0.0,2.5,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00670,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00671,0.0,0.0019230769230769232,0.0,0.002551020408163265,0.5,0.05,0.0,0.0,0.0,5.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00672,1.5,0.0003846153846153846,0.0,0.0,1.0,0.01,0.0044444444444444444,0.0,0.0,5.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00673,6.0,0.0,0.0,0.00510204081632653,0.0,0.1,0.0022222222222222222,0.0,0.0,2.5,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00674,1.0,0.0019230769230769232,0.0,0.002551020408163265,0.5,0.5,0.0,0.0,0.0,5.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00675,1.0,0.0003846153846153846,0.0,0.002551020408163265,0.25,0.5,0.0022222222222222222,0.0,0.0,2.5,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_00676,0.0,0.0003846153846153846,0.0,0.00510204081632653,0.0,0.01,0.0,0.0,0.0,0.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00677,9.0,0.0019230769230769232,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00678,1.5,0.0,0.0,0.01020408163265306,0.25,0.01,0.0,0.0,0.0,5.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_00679,3.0,0.0007692307692307692,0.0,0.01020408163265306,1.0,0.05,0.0022222222222222222,0.0,0.0,5.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_00680,0.0,0.0003846153846153846,0.0,0.01020408163265306,0.5,0.5,0.0044444444444444444,0.0,0.0,5.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
