,Astrocyte,CP,Dorsal Telencephalic IP,Dorsal Telencephalic NPC,Dorsal Telencephalic Neuron,Glioblast,MC,NC Derivatives,Neuroepithelium,Non-telencephalic NPC,Non-telencephalic Neuron,OPC,Ventral Telencephalic NPC,Ventral Telencephalic Neuron
virtual_01574,0.14962762356127285,0.12863913337846983,0.08801624915368988,0.04400812457684494,0.04400812457684494,0.04400812457684494,0.06161137440758292,0.04400812457684494,0.17603249830737977,0.04400812457684494,0.04400812457684494,0.04400812457684494,0.04400812457684494,0.04400812457684494
virtual_01575,0.23320967831238576,0.14201871435690158,0.06478046619788494,0.03239023309894247,0.03239023309894247,0.06118155140911355,0.04534632633851946,0.03239023309894247,0.19434139859365485,0.03239023309894247,0.03239023309894247,0.03239023309894247,0.03239023309894247,0.03239023309894247
virtual_01576,0.23297543756434763,0.13237240770701572,0.06618620385350786,0.03309310192675393,0.03309310192675393,0.09192528312987203,0.013237240770701575,0.03309310192675393,0.1985586115605236,0.03309310192675393,0.03309310192675393,0.03309310192675393,0.03309310192675393,0.03309310192675393
virtual_01577,0.2287692226391164,0.14743962373830788,0.06182951963219362,0.03091475981609681,0.03091475981609681,0.08587433282249114,0.04328066374253554,0.03091475981609681,0.1854885588965809,0.03091475981609681,0.03091475981609681,0.03091475981609681,0.03091475981609681,0.03091475981609681
virtual_01578,0.21096469485920977,0.1141111613490148,0.07807605776511539,0.039038028882557696,0.039038028882557696,0.07373849900038676,0.05465324043558078,0.039038028882557696,0.15615211553023078,0.039038028882557696,0.039038028882557696,0.039038028882557696,0.039038028882557696,0.039038028882557696
virtual_01579,0.22923197492163003,0.13401253918495296,0.04584639498432601,0.04584639498432601,0.04584639498432601,0.08659874608150467,0.09169278996865202,0.04584639498432601,0.04584639498432601,0.04584639498432601,0.04584639498432601,0.04584639498432601,0.04584639498432601,0.04584639498432601
virtual_01580,0.26306585390226833,0.1731288098331168,0.05845907864494853,0.029229539322474265,0.029229539322474265,0.0552113520535625,0.04092135505146397,0.029229539322474265,0.1753772359348456,0.029229539322474265,0.029229539322474265,0.029229539322474265,0.029229539322474265,0.029229539322474265
virtual_01581,0.19856313054111888,0.14980128401100576,0.07490064200550288,0.03745032100275144,0.03745032100275144,0.03745032100275144,0.014980128401100579,0.03745032100275144,0.22470192601650868,0.03745032100275144,0.03745032100275144,0.03745032100275144,0.03745032100275144,0.03745032100275144
virtual_01582,0.24949650515341779,0.16526477905461437,0.06930458476483828,0.03465229238241914,0.03465229238241914,0.06545433005568059,0.06930458476483828,0.03465229238241914,0.10395687714725743,0.03465229238241914,0.03465229238241914,0.03465229238241914,0.03465229238241914,0.03465229238241914
virtual_01583,0.23152208792384207,0.1371804471066424,0.06257353727671408,0.03128676863835704,0.03128676863835704,0.08690769066210288,0.04380147609369986,0.03128676863835704,0.18772061183014227,0.03128676863835704,0.03128676863835704,0.03128676863835704,0.03128676863835704,0.03128676863835704
virtual_01584,0.27811735941320287,0.07029339853300731,0.07946210268948654,0.03973105134474327,0.03973105134474327,0.03973105134474327,0.05562347188264058,0.03973105134474327,0.1589242053789731,0.03973105134474327,0.03973105134474327,0.03973105134474327,0.03973105134474327,0.03973105134474327
virtual_01585,0.23793558315928326,0.19044740024183796,0.06430691436737386,0.03215345718368693,0.03215345718368693,0.0893151588435748,0.06430691436737386,0.03215345718368693,0.0964603715510608,0.03215345718368693,0.03215345718368693,0.03215345718368693,0.03215345718368693,0.03215345718368693
virtual_01586,0.22347740667976418,0.1890962671905697,0.06385068762278978,0.03192534381139489,0.03192534381139489,0.03192534381139489,0.044695481335952844,0.03192534381139489,0.19155206286836934,0.03192534381139489,0.03192534381139489,0.03192534381139489,0.03192534381139489,0.03192534381139489
virtual_01587,0.11368881331227984,0.1694400583019555,0.07105550832017489,0.035527754160087445,0.035527754160087445,0.0986882060002429,0.04973885582412242,0.035527754160087445,0.21316652496052468,0.035527754160087445,0.035527754160087445,0.035527754160087445,0.035527754160087445,0.035527754160087445
virtual_01588,0.12382493930150033,0.17369109132789637,0.07283819958911783,0.036419099794558915,0.036419099794558915,0.06879163294527794,0.05098673971238248,0.036419099794558915,0.21851459876735352,0.036419099794558915,0.036419099794558915,0.036419099794558915,0.036419099794558915,0.036419099794558915
virtual_01589,0.11087244930191419,0.1762587655568892,0.07391496620127612,0.03695748310063806,0.03695748310063806,0.0698085791900941,0.051740476340893286,0.03695748310063806,0.22174489860382837,0.03695748310063806,0.03695748310063806,0.03695748310063806,0.03695748310063806,0.03695748310063806
virtual_01590,0.28764204545454536,0.12784090909090906,0.06392045454545453,0.031960227272727265,0.031960227272727265,0.06036931818181817,0.01278409090909091,0.031960227272727265,0.19176136363636362,0.031960227272727265,0.031960227272727265,0.031960227272727265,0.031960227272727265,0.031960227272727265
virtual_01591,0.23701536210680316,0.1316752011704462,0.0658376005852231,0.03291880029261155,0.03291880029261155,0.09144111192392099,0.013167520117044623,0.03291880029261155,0.19751280175566935,0.03291880029261155,0.03291880029261155,0.03291880029261155,0.03291880029261155,0.03291880029261155
virtual_01592,0.11598966893637003,0.181967598027706,0.07630899272129607,0.038154496360648035,0.038154496360648035,0.038154496360648035,0.05341629490490725,0.038154496360648035,0.2289269781638882,0.038154496360648035,0.038154496360648035,0.038154496360648035,0.038154496360648035,0.038154496360648035
virtual_01593,0.17310684391462555,0.14760811088864811,0.06733001549306757,0.03366500774653378,0.03366500774653378,0.09351391040703828,0.0471310108451473,0.03366500774653378,0.2019900464792027,0.03366500774653378,0.03366500774653378,0.03366500774653378,0.03366500774653378,0.03366500774653378
virtual_01594,0.10308975563909772,0.20353618421052624,0.06872650375939848,0.03436325187969924,0.03436325187969924,0.09545347744360899,0.048108552631578934,0.03436325187969924,0.20617951127819545,0.03436325187969924,0.03436325187969924,0.03436325187969924,0.03436325187969924,0.03436325187969924
virtual_01595,0.20930232558139533,0.15503875968992245,0.03875968992248061,0.03875968992248061,0.03875968992248061,0.03875968992248061,0.015503875968992248,0.03875968992248061,0.23255813953488372,0.03875968992248061,0.03875968992248061,0.03875968992248061,0.03875968992248061,0.03875968992248061
virtual_01596,0.28931364031277146,0.03909643788010425,0.0781928757602085,0.03909643788010425,0.03909643788010425,0.10860121633362292,0.015638575152041704,0.03909643788010425,0.156385751520417,0.03909643788010425,0.03909643788010425,0.03909643788010425,0.03909643788010425,0.03909643788010425
virtual_01597,0.11907639463138478,0.16315755995165698,0.07442274664461547,0.037211373322307735,0.037211373322307735,0.0702881496088035,0.052095922651230836,0.037211373322307735,0.22326823993384645,0.037211373322307735,0.037211373322307735,0.037211373322307735,0.037211373322307735,0.037211373322307735
virtual_01598,0.1813457613533519,0.15162453044470012,0.06916206651863514,0.03458103325931757,0.03458103325931757,0.06531972948982208,0.0484134465630446,0.03458103325931757,0.20748619955590547,0.03458103325931757,0.03458103325931757,0.03458103325931757,0.03458103325931757,0.03458103325931757
virtual_01599,0.18322475570032568,0.14657980456026057,0.07328990228013028,0.03664495114006514,0.03664495114006514,0.06921824104234525,0.014657980456026058,0.03664495114006514,0.21986970684039087,0.03664495114006514,0.03664495114006514,0.03664495114006514,0.03664495114006514,0.03664495114006514
virtual_01600,0.1244769132562593,0.12128519753173982,0.08298460883750619,0.041492304418753095,0.041492304418753095,0.11525640116320304,0.05808922618625434,0.041492304418753095,0.16596921767501238,0.041492304418753095,0.041492304418753095,0.041492304418753095,0.041492304418753095,0.041492304418753095
virtual_01601,0.26306585390226833,0.1731288098331168,0.05845907864494853,0.029229539322474265,0.029229539322474265,0.0552113520535625,0.04092135505146397,0.029229539322474265,0.1753772359348456,0.029229539322474265,0.029229539322474265,0.029229539322474265,0.029229539322474265,0.029229539322474265
virtual_01602,0.2501700845563222,0.10387306832539604,0.07107104674895519,0.035535523374477594,0.035535523374477594,0.09870978715132665,0.049749732724268636,0.035535523374477594,0.14214209349791038,0.035535523374477594,0.035535523374477594,0.035535523374477594,0.035535523374477594,0.035535523374477594
virtual_01603,0.25694444444444436,0.13888888888888887,0.06944444444444443,0.03472222222222222,0.03472222222222222,0.03472222222222222,0.013888888888888888,0.03472222222222222,0.20833333333333331,0.03472222222222222,0.03472222222222222,0.03472222222222222,0.03472222222222222,0.03472222222222222
virtual_01604,0.1086218269771078,0.1704087366543695,0.07146172827441302,0.03573086413720651,0.03573086413720651,0.09925240038112919,0.050023209792089116,0.03573086413720651,0.21438518482323907,0.03573086413720651,0.03573086413720651,0.03573086413720651,0.03573086413720651,0.03573086413720651
virtual_01605,0.05798279649894575,0.13623557323974989,0.09321381326930255,0.04660690663465127,0.04660690663465127,0.08803526808767462,0.06524966928851178,0.04660690663465127,0.1864276265386051,0.04660690663465127,0.04660690663465127,0.04660690663465127,0.04660690663465127,0.04660690663465127
virtual_01606,0.17744479495268134,0.1419558359621451,0.07097791798107254,0.03548895899053627,0.03548895899053627,0.09858044164037852,0.01419558359621451,0.03548895899053627,0.21293375394321765,0.03548895899053627,0.03548895899053627,0.03548895899053627,0.03548895899053627,0.03548895899053627
virtual_01607,0.22446777200039236,0.1888550966349455,0.06376925340920238,0.03188462670460119,0.03188462670460119,0.03188462670460119,0.04463847738644167,0.03188462670460119,0.19130776022760718,0.03188462670460119,0.03188462670460119,0.03188462670460119,0.03188462670460119,0.03188462670460119
virtual_01608,0.14171511627906974,0.0835755813953488,0.09447674418604649,0.04723837209302324,0.04723837209302324,0.04723837209302324,0.06613372093023255,0.04723837209302324,0.18895348837209297,0.04723837209302324,0.04723837209302324,0.04723837209302324,0.04723837209302324,0.04723837209302324
virtual_01609,0.2256074045507134,0.06247589664481294,0.09024296182028536,0.04512148091014268,0.04512148091014268,0.12533744697261856,0.09024296182028536,0.04512148091014268,0.04512148091014268,0.04512148091014268,0.04512148091014268,0.04512148091014268,0.04512148091014268,0.04512148091014268
virtual_01610,0.11368881331227984,0.1694400583019555,0.07105550832017489,0.035527754160087445,0.035527754160087445,0.0986882060002429,0.04973885582412242,0.035527754160087445,0.21316652496052468,0.035527754160087445,0.035527754160087445,0.035527754160087445,0.035527754160087445,0.035527754160087445
virtual_01611,0.1893939393939393,0.15151515151515146,0.07575757575757573,0.037878787878787866,0.037878787878787866,0.037878787878787866,0.015151515151515148,0.037878787878787866,0.2272727272727272,0.037878787878787866,0.037878787878787866,0.037878787878787866,0.037878787878787866,0.037878787878787866
virtual_01612,0.32522082895793436,0.050033973685836064,0.07227129532398542,0.03613564766199271,0.03613564766199271,0.06825622336154179,0.0505899067267898,0.03613564766199271,0.14454259064797084,0.03613564766199271,0.03613564766199271,0.03613564766199271,0.03613564766199271,0.03613564766199271
virtual_01613,0.2881773399014778,0.055418719211822655,0.08004926108374384,0.04002463054187192,0.04002463054187192,0.04002463054187192,0.05603448275862069,0.04002463054187192,0.16009852216748768,0.04002463054187192,0.04002463054187192,0.04002463054187192,0.04002463054187192,0.04002463054187192
virtual_01614,0.1971436081661263,0.15456058880224302,0.07728029440112151,0.038640147200560755,0.038640147200560755,0.10733374222377988,0.038640147200560755,0.038640147200560755,0.11592044160168229,0.038640147200560755,0.038640147200560755,0.038640147200560755,0.038640147200560755,0.038640147200560755
virtual_01615,0.2626590172112746,0.10663507109004738,0.07296083811424295,0.036480419057121474,0.036480419057121474,0.06890745821900722,0.05107258667997007,0.036480419057121474,0.1459216762284859,0.036480419057121474,0.036480419057121474,0.036480419057121474,0.036480419057121474,0.036480419057121474
virtual_01616,0.12438625204582651,0.1636661211129296,0.0818330605564648,0.0409165302782324,0.0409165302782324,0.0409165302782324,0.016366612111292964,0.0409165302782324,0.24549918166939444,0.0409165302782324,0.0409165302782324,0.0409165302782324,0.0409165302782324,0.0409165302782324
virtual_01617,0.24479486519146573,0.04368153093365557,0.08736306186731115,0.04368153093365557,0.04368153093365557,0.0825095584302383,0.017472612373462232,0.04368153093365557,0.1747261237346223,0.04368153093365557,0.04368153093365557,0.04368153093365557,0.04368153093365557,0.04368153093365557
virtual_01618,0.11685198748252214,0.17078367401291694,0.038950662494174046,0.038950662494174046,0.038950662494174046,0.07357347360010652,0.05453092749184366,0.038950662494174046,0.23370397496504428,0.038950662494174046,0.038950662494174046,0.038950662494174046,0.038950662494174046,0.038950662494174046
virtual_01619,0.2881773399014778,0.055418719211822655,0.08004926108374384,0.04002463054187192,0.04002463054187192,0.04002463054187192,0.05603448275862069,0.04002463054187192,0.16009852216748768,0.04002463054187192,0.04002463054187192,0.04002463054187192,0.04002463054187192,0.04002463054187192
virtual_01620,0.28371278458844124,0.039404553415061286,0.07880910683012257,0.039404553415061286,0.039404553415061286,0.10945709281961469,0.01576182136602452,0.039404553415061286,0.15761821366024514,0.039404553415061286,0.039404553415061286,0.039404553415061286,0.039404553415061286,0.039404553415061286
virtual_01621,0.11907639463138478,0.16315755995165698,0.07442274664461547,0.037211373322307735,0.037211373322307735,0.0702881496088035,0.052095922651230836,0.037211373322307735,0.22326823993384645,0.037211373322307735,0.037211373322307735,0.037211373322307735,0.037211373322307735,0.037211373322307735
virtual_01622,0.13350449293966624,0.19897304236200253,0.08344030808729139,0.041720154043645694,0.041720154043645694,0.041720154043645694,0.08344030808729139,0.041720154043645694,0.1251604621309371,0.041720154043645694,0.041720154043645694,0.041720154043645694,0.041720154043645694,0.041720154043645694
virtual_01623,0.1441478439425051,0.14045174537987676,0.09609856262833673,0.048049281314168364,0.048049281314168364,0.09075975359342912,0.09609856262833673,0.048049281314168364,0.048049281314168364,0.048049281314168364,0.048049281314168364,0.048049281314168364,0.048049281314168364,0.048049281314168364
virtual_01624,0.22668317098110968,0.13804423873849628,0.0629675474947527,0.03148377374737635,0.03148377374737635,0.08745492707604541,0.04407728324632689,0.03148377374737635,0.18890264248425812,0.03148377374737635,0.03148377374737635,0.03148377374737635,0.03148377374737635,0.03148377374737635
virtual_01625,0.1405827575848603,0.06082907780114147,0.08786422349053769,0.04393211174526884,0.04393211174526884,0.12203364373685789,0.06150495644337638,0.04393211174526884,0.17572844698107537,0.04393211174526884,0.04393211174526884,0.04393211174526884,0.04393211174526884,0.04393211174526884
virtual_01626,0.25832998795664386,0.10726114010437575,0.07338920112404657,0.03669460056202328,0.03669460056202328,0.06931202328382174,0.0513724407868326,0.03669460056202328,0.14677840224809313,0.03669460056202328,0.03669460056202328,0.03669460056202328,0.03669460056202328,0.03669460056202328
virtual_01627,0.14578961175236094,0.14018231899265474,0.09591421825813219,0.047957109129066096,0.047957109129066096,0.09058565057712484,0.09591421825813219,0.047957109129066096,0.047957109129066096,0.047957109129066096,0.047957109129066096,0.047957109129066096,0.047957109129066096,0.047957109129066096
virtual_01628,0.22446777200039236,0.1888550966349455,0.06376925340920238,0.03188462670460119,0.03188462670460119,0.03188462670460119,0.04463847738644167,0.03188462670460119,0.19130776022760718,0.03188462670460119,0.03188462670460119,0.03188462670460119,0.03188462670460119,0.03188462670460119
virtual_01629,0.18517308948399733,0.14696276943174394,0.036740692357935985,0.036740692357935985,0.036740692357935985,0.1020574787720444,0.014696276943174394,0.036740692357935985,0.22044415414761592,0.036740692357935985,0.036740692357935985,0.036740692357935985,0.036740692357935985,0.036740692357935985
virtual_01630,0.2679997523679811,0.10586268804556428,0.07243236550485978,0.03621618275242989,0.03621618275242989,0.06840834519903423,0.05070265585340184,0.03621618275242989,0.14486473100971956,0.03621618275242989,0.03621618275242989,0.03621618275242989,0.03621618275242989,0.03621618275242989
virtual_01631,0.1721852332345119,0.19447950144704157,0.06566840308601403,0.032834201543007015,0.032834201543007015,0.06202015847012436,0.045967882160209826,0.032834201543007015,0.19700520925804213,0.032834201543007015,0.032834201543007015,0.032834201543007015,0.032834201543007015,0.032834201543007015
virtual_01632,0.21459195980784293,0.058236956477082304,0.08412004824467444,0.04206002412233722,0.04206002412233722,0.0794467122310814,0.05888403377127211,0.04206002412233722,0.16824009648934887,0.04206002412233722,0.04206002412233722,0.04206002412233722,0.04206002412233722,0.04206002412233722
virtual_01633,0.12264150943396226,0.21365149833518307,0.07214206437291897,0.03607103218645948,0.03607103218645948,0.03607103218645948,0.05049944506104328,0.03607103218645948,0.2164261931187569,0.03607103218645948,0.03607103218645948,0.03607103218645948,0.03607103218645948,0.03607103218645948
virtual_01634,0.12002105632567116,0.15792244253377782,0.07896122126688891,0.039480610633444456,0.039480610633444456,0.07457448675206174,0.015792244253377784,0.039480610633444456,0.23688366380066678,0.039480610633444456,0.039480610633444456,0.039480610633444456,0.039480610633444456,0.039480610633444456
virtual_01635,0.047663369426672424,0.1887891998933909,0.079169664471422,0.039584832235711,0.039584832235711,0.07477134977856521,0.0554187651299954,0.039584832235711,0.237508993414266,0.039584832235711,0.039584832235711,0.039584832235711,0.039584832235711,0.039584832235711
virtual_01636,0.20356322639014543,0.05637135500034797,0.08142529055605817,0.040712645278029085,0.040712645278029085,0.11309068132785857,0.05699770338924073,0.040712645278029085,0.16285058111211634,0.040712645278029085,0.040712645278029085,0.040712645278029085,0.040712645278029085,0.040712645278029085
virtual_01637,0.22214018247982698,0.18274352618532777,0.06170560624439639,0.030852803122198194,0.030852803122198194,0.05827751700859658,0.043193924371077476,0.030852803122198194,0.1851168187331892,0.030852803122198194,0.030852803122198194,0.030852803122198194,0.030852803122198194,0.030852803122198194
virtual_01638,0.0491076597581129,0.22339426123385572,0.07543182846857467,0.037715914234287336,0.037715914234287336,0.07124117133143162,0.052802279928002266,0.037715914234287336,0.22629548540572403,0.037715914234287336,0.037715914234287336,0.037715914234287336,0.037715914234287336,0.037715914234287336
virtual_01639,0.27977044476327106,0.14825442372070777,0.06217120994739358,0.03108560497369679,0.03108560497369679,0.03108560497369679,0.043519846963175506,0.03108560497369679,0.18651362984218076,0.03108560497369679,0.03108560497369679,0.03108560497369679,0.03108560497369679,0.03108560497369679
virtual_01640,0.23814501045219494,0.14110463197271425,0.06436351633843107,0.032181758169215535,0.032181758169215535,0.060787765430740444,0.04505446143690175,0.032181758169215535,0.1930905490152932,0.032181758169215535,0.032181758169215535,0.032181758169215535,0.032181758169215535,0.032181758169215535
virtual_01641,0.07596225780830312,0.06540288108836721,0.09447082823875264,0.04723541411937632,0.04723541411937632,0.1312094836649342,0.06612957976712684,0.04723541411937632,0.18894165647750527,0.04723541411937632,0.04723541411937632,0.04723541411937632,0.04723541411937632,0.04723541411937632
virtual_01642,0.13224861311480285,0.07696655115487007,0.08700566652289661,0.043502833261448305,0.043502833261448305,0.12084120350402307,0.060903966566027624,0.043502833261448305,0.17401133304579322,0.043502833261448305,0.043502833261448305,0.043502833261448305,0.043502833261448305,0.043502833261448305
virtual_01643,0.25694444444444436,0.13888888888888887,0.06944444444444443,0.03472222222222222,0.03472222222222222,0.03472222222222222,0.013888888888888888,0.03472222222222222,0.20833333333333331,0.03472222222222222,0.03472222222222222,0.03472222222222222,0.03472222222222222,0.03472222222222222
virtual_01644,0.1287305735112089,0.191858066290744,0.08045660844450556,0.04022830422225278,0.04022830422225278,0.07598679686425525,0.08045660844450556,0.04022830422225278,0.12068491266675835,0.04022830422225278,0.04022830422225278,0.04022830422225278,0.04022830422225278,0.04022830422225278
virtual_01645,0.23701536210680316,0.1316752011704462,0.0658376005852231,0.03291880029261155,0.03291880029261155,0.09144111192392099,0.013167520117044623,0.03291880029261155,0.19751280175566935,0.03291880029261155,0.03291880029261155,0.03291880029261155,0.03291880029261155,0.03291880029261155
virtual_01646,0.26306585390226833,0.1731288098331168,0.05845907864494853,0.029229539322474265,0.029229539322474265,0.0552113520535625,0.04092135505146397,0.029229539322474265,0.1753772359348456,0.029229539322474265,0.029229539322474265,0.029229539322474265,0.029229539322474265,0.029229539322474265
virtual_01647,0.27545254787067064,0.13419483101391647,0.06121167730459348,0.03060583865229674,0.03060583865229674,0.057811028565449396,0.04284817411321544,0.03060583865229674,0.18363503191378047,0.03060583865229674,0.03060583865229674,0.03060583865229674,0.03060583865229674,0.03060583865229674
virtual_01648,0.11626607043040804,0.2152040245947456,0.07266629401900501,0.036333147009502506,0.036333147009502506,0.036333147009502506,0.05086640581330351,0.036333147009502506,0.21799888205701506,0.036333147009502506,0.036333147009502506,0.036333147009502506,0.036333147009502506,0.036333147009502506
virtual_01649,0.31509964689688186,0.048476868753366445,0.07002214375486265,0.03501107187743133,0.03501107187743133,0.09725297743730923,0.04901550062840385,0.03501107187743133,0.1400442875097253,0.03501107187743133,0.03501107187743133,0.03501107187743133,0.03501107187743133,0.03501107187743133
virtual_01650,0.14433752775721687,0.06661732050333086,0.09622501850481124,0.04811250925240562,0.04811250925240562,0.04811250925240562,0.06735751295336787,0.04811250925240562,0.1924500370096225,0.04811250925240562,0.04811250925240562,0.04811250925240562,0.04811250925240562,0.04811250925240562
virtual_01651,0.2319587628865979,0.13254786450662737,0.06627393225331368,0.03313696612665684,0.03313696612665684,0.09204712812960235,0.013254786450662739,0.03313696612665684,0.19882179675994108,0.03313696612665684,0.03313696612665684,0.03313696612665684,0.03313696612665684,0.03313696612665684
virtual_01652,0.1805862342251568,0.16243885224611426,0.06811951868385437,0.03405975934192718,0.03405975934192718,0.06433510097919579,0.04768366307869806,0.03405975934192718,0.20435855605156314,0.03405975934192718,0.03405975934192718,0.03405975934192718,0.03405975934192718,0.03405975934192718
virtual_01653,0.12314979277679099,0.1687388987566607,0.07696862048549435,0.03848431024274718,0.03848431024274718,0.03848431024274718,0.05387803433984605,0.03848431024274718,0.2309058614564831,0.03848431024274718,0.03848431024274718,0.03848431024274718,0.03848431024274718,0.03848431024274718
virtual_01654,0.21911284712932738,0.14928567606613516,0.06260367060837925,0.031301835304189625,0.031301835304189625,0.08694954251163786,0.04382256942586548,0.031301835304189625,0.1878110118251378,0.031301835304189625,0.031301835304189625,0.031301835304189625,0.031301835304189625,0.031301835304189625
virtual_01655,0.2881773399014778,0.055418719211822655,0.08004926108374384,0.04002463054187192,0.04002463054187192,0.04002463054187192,0.05603448275862069,0.04002463054187192,0.16009852216748768,0.04002463054187192,0.04002463054187192,0.04002463054187192,0.04002463054187192,0.04002463054187192
virtual_01656,0.27545254787067064,0.13419483101391647,0.06121167730459348,0.03060583865229674,0.03060583865229674,0.057811028565449396,0.04284817411321544,0.03060583865229674,0.18363503191378047,0.03060583865229674,0.03060583865229674,0.03060583865229674,0.03060583865229674,0.03060583865229674
virtual_01657,0.04230637367817692,0.1830865573138198,0.076778233712247,0.0383891168561235,0.0383891168561235,0.10663643571145417,0.05374476359857291,0.0383891168561235,0.23033470113674104,0.0383891168561235,0.0383891168561235,0.0383891168561235,0.0383891168561235,0.0383891168561235
virtual_01658,0.13841785629781528,0.06388516444514551,0.09227857086521017,0.046139285432605086,0.046139285432605086,0.08715198359492071,0.06459499960564713,0.046139285432605086,0.18455714173042034,0.046139285432605086,0.046139285432605086,0.046139285432605086,0.046139285432605086,0.046139285432605086
virtual_01659,0.23997890295358645,0.16350210970464132,0.034282700421940926,0.034282700421940926,0.034282700421940926,0.034282700421940926,0.047995780590717296,0.034282700421940926,0.20569620253164556,0.034282700421940926,0.034282700421940926,0.034282700421940926,0.034282700421940926,0.034282700421940926
virtual_01660,0.23708206686930086,0.1570415400202634,0.0658561296859169,0.03292806484295845,0.03292806484295845,0.03292806484295845,0.04609929078014184,0.03292806484295845,0.19756838905775076,0.03292806484295845,0.03292806484295845,0.03292806484295845,0.03292806484295845,0.03292806484295845
virtual_01661,0.3080929252735677,0.10006436889226987,0.06846509450523729,0.03423254725261864,0.03423254725261864,0.0646614781438352,0.047925566153666097,0.03423254725261864,0.13693018901047457,0.03423254725261864,0.03423254725261864,0.03423254725261864,0.03423254725261864,0.03423254725261864
virtual_01662,0.2055660974067046,0.12017710309930422,0.08222643896268184,0.04111321948134092,0.04111321948134092,0.04111321948134092,0.05755850727387729,0.04111321948134092,0.16445287792536367,0.04111321948134092,0.04111321948134092,0.04111321948134092,0.04111321948134092,0.04111321948134092
virtual_01663,0.3050847457627118,0.042372881355932195,0.08474576271186439,0.042372881355932195,0.042372881355932195,0.042372881355932195,0.016949152542372878,0.042372881355932195,0.16949152542372878,0.042372881355932195,0.042372881355932195,0.042372881355932195,0.042372881355932195,0.042372881355932195
virtual_01664,0.18999437886453058,0.17425519955030913,0.036537380550871267,0.036537380550871267,0.036537380550871267,0.036537380550871267,0.05115233277121978,0.036537380550871267,0.21922428330522764,0.036537380550871267,0.036537380550871267,0.036537380550871267,0.036537380550871267,0.036537380550871267
virtual_01665,0.2287692226391164,0.14743962373830788,0.06182951963219362,0.03091475981609681,0.03091475981609681,0.08587433282249114,0.04328066374253554,0.03091475981609681,0.1854885588965809,0.03091475981609681,0.03091475981609681,0.03091475981609681,0.03091475981609681,0.03091475981609681
virtual_01666,0.11994210938913345,0.16824458783091115,0.0705541819936079,0.03527709099680395,0.03527709099680395,0.09799191943556654,0.049387927395525534,0.03527709099680395,0.21166254598082374,0.03527709099680395,0.03527709099680395,0.03527709099680395,0.03527709099680395,0.03527709099680395
virtual_01667,0.20930232558139533,0.15503875968992245,0.03875968992248061,0.03875968992248061,0.03875968992248061,0.03875968992248061,0.015503875968992248,0.03875968992248061,0.23255813953488372,0.03875968992248061,0.03875968992248061,0.03875968992248061,0.03875968992248061,0.03875968992248061
virtual_01668,0.117717145240081,0.16978434409627066,0.07744549028952696,0.03872274514476348,0.03872274514476348,0.03872274514476348,0.05421184320266888,0.03872274514476348,0.23233647086858092,0.03872274514476348,0.03872274514476348,0.03872274514476348,0.03872274514476348,0.03872274514476348
virtual_01669,0.1244769132562593,0.12128519753173982,0.08298460883750619,0.041492304418753095,0.041492304418753095,0.11525640116320304,0.05808922618625434,0.041492304418753095,0.16596921767501238,0.041492304418753095,0.041492304418753095,0.041492304418753095,0.041492304418753095,0.041492304418753095
virtual_01670,0.23834510346189933,0.1410675723604757,0.06434661195390119,0.032173305976950596,0.032173305976950596,0.06077180017868446,0.04504262836773084,0.032173305976950596,0.19303983586170362,0.032173305976950596,0.032173305976950596,0.032173305976950596,0.032173305976950596,0.032173305976950596
virtual_01671,0.2626590172112746,0.10663507109004738,0.07296083811424295,0.036480419057121474,0.036480419057121474,0.06890745821900722,0.05107258667997007,0.036480419057121474,0.1459216762284859,0.036480419057121474,0.036480419057121474,0.036480419057121474,0.036480419057121474,0.036480419057121474
virtual_01672,0.12558403838868545,0.1619522667003409,0.07387296375805025,0.036936481879025124,0.036936481879025124,0.06976891021593634,0.05171107463063518,0.036936481879025124,0.22161889127415077,0.036936481879025124,0.036936481879025124,0.036936481879025124,0.036936481879025124,0.036936481879025124
virtual_01673,0.11013537783172522,0.15884910264191135,0.07245748541560869,0.036228742707804344,0.036228742707804344,0.10063539641056762,0.05072023979092609,0.036228742707804344,0.2173724562468261,0.036228742707804344,0.036228742707804344,0.036228742707804344,0.036228742707804344,0.036228742707804344
virtual_01674,0.2955374684254841,0.05683412854336233,0.08209374122930115,0.04104687061465057,0.04104687061465057,0.11401908504069604,0.08209374122930115,0.04104687061465057,0.04104687061465057,0.04104687061465057,0.04104687061465057,0.04104687061465057,0.04104687061465057,0.04104687061465057
virtual_01675,0.14399478751900385,0.12379642365887206,0.08470281618764931,0.042351408093824656,0.042351408093824656,0.07999710417722433,0.05929197133135452,0.042351408093824656,0.16940563237529863,0.042351408093824656,0.042351408093824656,0.042351408093824656,0.042351408093824656,0.042351408093824656
virtual_01676,0.23604663158980702,0.1470133085731971,0.06705870215619518,0.03352935107809759,0.03352935107809759,0.03352935107809759,0.046941091509336626,0.03352935107809759,0.20117610646858555,0.03352935107809759,0.03352935107809759,0.03352935107809759,0.03352935107809759,0.03352935107809759
virtual_01677,0.3207627634945777,0.06305592786645545,0.07128061410990617,0.03564030705495309,0.03564030705495309,0.06732057999268916,0.04989642987693432,0.03564030705495309,0.14256122821981235,0.03564030705495309,0.03564030705495309,0.03564030705495309,0.03564030705495309,0.03564030705495309
